new_index,OpenFIGI_figi,OpenFIGI_name,OpenFIGI_ticker,OpenFIGI_exchCode,OpenFIGI_compositeFIGI,OpenFIGI_securityType,OpenFIGI_marketSector,OpenFIGI_shareClassFIGI,OpenFIGI_securityType2,OpenFIGI_securityDescription,OpenFIGI_uniqueID,OpenFIGI_uniqueIDFutOpt,IB_longName,IB_marketName,IB_secIdList,Origin_Name,Origin_Stock,Origin_Country
14824,BBG000TWFY06,TERRANUEVA CORP,TEQ,CN,BBG000TWFY06,Common Stock,Equity,BBG001T0MR92,Common Stock,TEQ,,,TERRANUEVA CORP,TEQ,CA88105H1010,TERRANUEVA CORP,TEQ,Canada
14825,BBG003GX6FH5,TERRASKY CO LTD,3915,JP,BBG003GX6FH5,Common Stock,Equity,BBG003GX6FJ3,Common Stock,3915,,,TERRASKY CO LTD,3915,JP3546300009,TERRASKY CO LTD,3915,Japan
14826,BBG000PMY9R7,TERRAVEST INDUSTRIES INC,TVK,CN,BBG000PMY9R7,Common Stock,Equity,BBG001SLHV21,Common Stock,TVK,,,TERRAVEST INDUSTRIES INC,TVK,CA88105G1037,TERRAVEST INDUSTRIES INC,TVK,Canada
14827,BBG000PV3J62,TERRENO REALTY CORP,TRNO,US,BBG000PV3J62,REIT,Equity,BBG001T60PW1,REIT,TRNO,,,TERRENO REALTY CORP,TRNO,US88146M1018,TERRENO REALTY CORP,TRNO,United States of America
14828,BBG000M1LNP1,TERRITORIAL BANCORP INC,TBNK,US,BBG000M1LNP1,Common Stock,Equity,BBG001T4JD08,Common Stock,TBNK,,,TERRITORIAL BANCORP INC,NMS,US88145X1081,TERRITORIAL BANCORP INC,TBNK,United States of America
14829,BBG000BK08X8,TERUMO CORP,4543,JP,BBG000BK08X8,Common Stock,Equity,BBG001S6CGR5,Common Stock,4543,,,TERUMO CORP,4543,JP3546800008,TERUMO CORP,4543,Japan
14830,BBG00N9MM471,TERVITA CORP,TRVCF,PQ,BBG00N9MM3T9,Common Stock,Equity,BBG00LJT4KT9,Common Stock,TRVCF,,,TERVITA CORP,TEV,CA88159E1034,TERVITA CORP,TEV,Canada
14831,BBG00LVGH0J4,TESARO INC,T8S,SW,BBG00LVGH0J4,Common Stock,Equity,BBG001T94G42,Common Stock,T8S,,,TESARO INC,TSRO,US8815691071,TESARO INC,TSRO,
14832,BBG000D5Z291,TESLA EXPLORATION LTD,TXLZF,US,BBG000D5Z291,Common Stock,Equity,BBG001S98HD7,Common Stock,TXLZF,,,TESLA EXPLORATION LTD,TXL,CA8816011081,TESLA EXPLORATION LTD,TXL,
14833,BBG000N9MNX3,TESLA INC,TSLA,US,BBG000N9MNX3,Common Stock,Equity,BBG001SQKGD7,Common Stock,TSLA,,,TESLA INC,NMS,US88160R1014,TESLA INC,TSLA,United States of America
14834,BBG000H75C03,TESORO MINERALS CORP,TES,CN,BBG000H75C03,Common Stock,Equity,BBG001SDNNW7,Common Stock,TES,,,TESORO MINERALS CORP,TES,CA88160V1022,TESORO MINERALS CORP,TES,Canada
14835,BBG000DD8XF9,TESSCO TECHNOLOGIES INC,TESS,US,BBG000DD8XF9,Common Stock,Equity,BBG001S878T3,Common Stock,TESS,,,TESSCO TECHNOLOGIES INC,NMS,US8723861071,TESSCO TECHNOLOGIES INC,TESS,United States of America
14836,BBG000BPYY18,TESSENDERLO GROUP,TESB,BB,BBG000BPYXW6,Common Stock,Equity,BBG001SDQR19,Common Stock,TESB,,,TESSENDERLO GROUP,TESB,BE0003555639,TESSENDERLO GROUP,TESB,Belgium
14837,BBG00C42GYJ2,TESSERENT LTD,TNT,AU,BBG00C42GYJ2,Common Stock,Equity,BBG00C42GZ45,Common Stock,TNT,,,TESSERENT LTD,TNT,AU000000TNT6,TESSERENT LTD,TNT,Australia
14838,BBG000C2XRQ7,TESSON HOLDINGS LTD,1201,HK,BBG000C2XQ70,Common Stock,Equity,BBG001SBVW43,Common Stock,1201,,,TESSON HOLDINGS LTD,1201,BMG8764G1069,TESSON HOLDINGS LTD,1201,Hong Kong
14839,BBG0018FGGN7,TESTA RESIDENCIAL SOCIMI SA,YTST,SM,BBG0018FGGN7,Common Stock,Equity,BBG001TDHWT7,Common Stock,YTST,,,TESTA RESIDENCIAL SOCIMI SA,YTST,ES0105210019,TESTA RESIDENCIAL SOCIMI SA,YTST,Spain
14840,BBG000BBHCG0,TETHYS PETROLEUM LTD,TPL,CN,BBG000BBHCG0,Common Stock,Equity,BBG001S60NT1,Common Stock,TPL,,,TETHYS PETROLEUM LTD,TPL,KYG876361257,TETHYS PETROLEUM LTD,TPL,
14841,,,,,,,,,,,,,TETHYS PETROLEUM LTD,TPL,KYG876361091,TETHYS PETROLEUM LTD,TPL,
14842,BBG000TWQ277,TETRA BIO-PHARMA INC,TBP,CN,BBG000TWQ277,Common Stock,Equity,BBG001T0NCK1,Common Stock,TBP,,,TETRA BIO-PHARMA INC,TBP,CA88166Y1007,TETRA BIO-PHARMA INC,TBP,Canada
14843,BBG000BVRQD7,TETRA TECHNOLOGIES INC,TTI,US,BBG000BVRQD7,Common Stock,Equity,BBG001S5WXH9,Common Stock,TTI,,,TETRA TECHNOLOGIES INC,TTI,US88162F1057,TETRA TECHNOLOGIES INC,TTI,United States of America
14844,BBG000R2FL93,TETRAGON FINANCIAL GROUP LTD,TFG,NA,BBG000R2FKN9,Closed-End Fund,Equity,BBG001ST0D13,Mutual Fund,TFG,,,TETRAGON FINANCIAL GROUP LTD,TFG,GG00B1RMC548,TETRAGON FINANCIAL GROUP LTD,TFG,
14845,BBG001J411X8,TETRALOGIC PHARMACEUTICALS C,TLOG,US,BBG001J411X8,Common Stock,Equity,BBG001V0GNH6,Common Stock,TLOG,,,TETRALOGIC PHARMACEUTICALS C,NOINFO,US88165U1097,TETRALOGIC PHARMACEUTICALS C,TLOG,United States of America
14846,BBG0029X30S9,TEUCRIUM AGRICULTURAL FUND,TAGS,US,BBG0029X30S9,ETP,Equity,BBG0029X31J7,Mutual Fund,TAGS,,,TEUCRIUM AGRICULTURAL FUND,TAGS,US88166A7063,TEUCRIUM AGRICULTURAL FUND,TAGS,
14847,BBG000R0KF85,TEUCRIUM CORN FUND,CORN,US,BBG000R0KF85,ETP,Equity,BBG001T8VR68,Mutual Fund,CORN,,,TEUCRIUM CORN FUND,CORN,US88166A1025,TEUCRIUM CORN FUND,CORN,
14848,BBG0022QX026,TEUCRIUM SOYBEAN FUND,SOYB,US,BBG0022QX026,ETP,Equity,BBG0022QX0V4,Mutual Fund,SOYB,,,TEUCRIUM SOYBEAN FUND,SOYB,US88166A6073,TEUCRIUM SOYBEAN FUND,SOYB,
14849,BBG0022QX3Y5,TEUCRIUM SUGAR FUND,CANE,US,BBG0022QX3Y5,ETP,Equity,BBG0022QX4Q2,Mutual Fund,CANE,,,TEUCRIUM SUGAR FUND,CANE,US88166A4094,TEUCRIUM SUGAR FUND,CANE,
14850,BBG0022QWY69,TEUCRIUM WHEAT FUND,WEAT,US,BBG0022QWY69,ETP,Equity,BBG0022QWYZ7,Mutual Fund,WEAT,,,TEUCRIUM WHEAT FUND,WEAT,US88166A5083,TEUCRIUM WHEAT FUND,WEAT,
14851,BBG000BCX6L7,TEUTON RESOURCES,TUO,CN,BBG000BCX6L7,Common Stock,Equity,BBG001S60QB3,Common Stock,TUO,,,TEUTON RESOURCES,TUO,CA88162H2000,TEUTON RESOURCES,TUO,Canada
14852,BBG000C0CD58,TEVA PHARMACEUTICAL-SP ADR,TEVA,US,BBG000C0CD58,ADR,Equity,BBG001S62NT9,Depositary Receipt,TEVA,,,TEVA PHARMACEUTICAL-SP ADR,TEVA,US8816242098,TEVA PHARMACEUTICAL-SP ADR,TEVA,Switzerland
14853,BBG000FK7VM8,TEX HOLDINGS PLC,TXHGBP,XS,BBG000FK6HP7,Common Stock,Equity,BBG001S63L58,Common Stock,TXHGBP,,,TEX HOLDINGS PLC,TXH,GB0008850470,TEX HOLDINGS PLC,TXH,United Kingdom
14854,BBG000DN4ZT1,TEXAS CAPITAL BANCSHARES INC,TCBI,US,BBG000DN4ZT1,Common Stock,Equity,BBG001SJ1VS5,Common Stock,TCBI,,,TEXAS CAPITAL BANCSHARES INC,NMS,US88224Q1076,TEXAS CAPITAL BANCSHARES INC,TCBI,United States of America
14855,BBG000BDDC34,TEXAS GULF ENERGY INC,TXGE,US,BBG000BDDC34,Common Stock,Equity,BBG001SCMCN4,Common Stock,TXGE,,,TEXAS GULF ENERGY INC,NOINFO,US88244W1009,TEXAS GULF ENERGY INC,TXGE,United States of America
14856,,,,,,,,,,,,,TEXAS INDUSTRIES INC,TXI,US8824911031,TEXAS INDUSTRIES INC,TXI,
14857,BBG000BVV7G1,TEXAS INSTRUMENTS INC,TXN,US,BBG000BVV7G1,Common Stock,Equity,BBG001S5WYZ7,Common Stock,TXN,,,TEXAS INSTRUMENTS INC,NMS,US8825081040,TEXAS INSTRUMENTS INC,TXN,Mexico
14858,BBG000C39C94,TEXAS MINERAL RESOURCES CORP,TMRC,US,BBG000C39C94,Common Stock,Equity,BBG001S7VJK3,Common Stock,TMRC,,,TEXAS MINERAL RESOURCES CORP,PRIMQX,US88256L1098,TEXAS MINERAL RESOURCES CORP,TMRC,United States of America
14859,BBG000PSJMV7,TEXAS ROADHOUSE INC,TXRH,US,BBG000PSJMV7,Common Stock,Equity,BBG001SLR3C1,Common Stock,TXRH,,,TEXAS ROADHOUSE INC,NMS,US8826811098,TEXAS ROADHOUSE INC,TXRH,United States of America
14860,BBG001YQQ8S6,TEXAS SOUTH ENERGY INC,TXSO,PQ,BBG001YQQ8C3,Common Stock,Equity,BBG001YQQ940,Common Stock,TXSO,,,TEXAS SOUTH ENERGY INC,TXSO,US88269V1026,TEXAS SOUTH ENERGY INC,TXSO,United States of America
14861,BBG000D4PYR5,TEXHOMA ENERGY INC,TXHE,US,BBG000D4PYR5,Common Stock,Equity,BBG001SHJ213,Common Stock,TXHE,,,TEXHOMA ENERGY INC,TXHE,US8828983077,TEXHOMA ENERGY INC,TXHE,United States of America
14862,BBG000C64LZ3,TEXHONG TEXTILE GROUP LTD,2678,HK,BBG000C63JP0,Common Stock,Equity,BBG001SF3660,Common Stock,2678,,,TEXHONG TEXTILE GROUP LTD,2678,KYG876551170,TEXHONG TEXTILE GROUP LTD,2678,Hong Kong
14863,BBG000D13MG3,TEXMACO INFRASTRUCTURE & HOL,TXM,IN,BBG000D13MG3,Common Stock,Equity,BBG001S84XW7,Common Stock,TXM,,,TEXMACO INFRASTRUCTURE & HOL,TEXINFRA,INE435C01024,TEXMACO INFRASTRUCTURE & HOL,TEXINFRA,India
14864,BBG000TG66M8,TEXTAINER GROUP HOLDINGS LTD,TGH,US,BBG000TG66M8,Common Stock,Equity,BBG001T02YC5,Common Stock,TGH,,,TEXTAINER GROUP HOLDINGS LTD,TGH,BMG8766E1093,TEXTAINER GROUP HOLDINGS LTD,TGH,United States of America
14865,BBG000BVVQQ8,TEXTRON INC,TXT,US,BBG000BVVQQ8,Common Stock,Equity,BBG001S5WZ39,Common Stock,TXT,,,TEXTRON INC,TXT,US8832031012,TEXTRON INC,TXT,Germany
14866,BBG009XGHY32,TF BANK AB,TFBANK,SS,BBG007HWM527,Common Stock,Equity,BBG007HWM536,Common Stock,TFBANK,,,TF BANK AB,TFBANK,SE0007331608,TF BANK AB,TFBANK,Sweden
14867,BBG000G5FQQ8,TFI INTERNATIONAL INC,TFII,CN,BBG000G5FQQ8,Common Stock,Equity,BBG001SCQG15,Common Stock,TFII,,,TFI INTERNATIONAL INC,TFII,CA87241L1094,TFI INTERNATIONAL INC,TFII,Canada
14868,BBG000F7GST7,TFS FINANCIAL CORP,TFSL,US,BBG000F7GST7,Common Stock,Equity,BBG001SKZF64,Common Stock,TFSL,,,TFS FINANCIAL CORP,NMS,US87240R1077,TFS FINANCIAL CORP,TFSL,United States of America
14869,BBG000FVZQY1,TG THERAPEUTICS INC,TGTX,US,BBG000FVZQY1,Common Stock,Equity,BBG001S8NH06,Common Stock,TGTX,,,TG THERAPEUTICS INC,SCM,US88322Q1085,TG THERAPEUTICS INC,TGTX,United States of America
14870,BBG000PY7ZW7,TGB BANQUETS AND HOTELS LTD,TGBB,IN,BBG000PY7ZW7,Common Stock,Equity,BBG001SRJQ63,Common Stock,TGBB,,,TGB BANQUETS AND HOTELS LTD,TGBHOTELS,INE797H01018,TGB BANQUETS AND HOTELS LTD,TGBHOTELS,India
14871,BBG000BG9GD2,THAI AIRWAYS INTL PCL-FOR,THAI/F,TB,BBG000BG9FZ0,Foreign Sh.,Equity,BBG001S72RW4,Common Stock,THAI/F,,,THAI AIRWAYS INTL PCL-FOR,THAF,TH0245010010,THAI AIRWAYS INTL PCL-FOR,THAF,Germany
14872,BBG000BQ6ZN0,THAI BEVERAGE PCL,THBEV,SP,BBG000BQ6Z96,Common Stock,Equity,BBG001S7LTY7,Common Stock,THBEV,,,THAI BEVERAGE PCL,Y92,TH0902010014,THAI BEVERAGE PCL,Y92,Singapore
14873,BBG002K15C17,THAI FUND INC,THFG,IX,BBG000LZJJP9,Closed-End Fund,Equity,BBG001S5WXG0,Mutual Fund,THFG,,,THAI FUND INC,TTF,US8829041057,THAI FUND INC,TTF,
14874,BBG000FVQG91,THAKRAL CORP LTD,THK,SP,BBG000FVQFP5,Common Stock,Equity,BBG001S8NF00,Common Stock,THK,,,THAKRAL CORP LTD,AWI,SG1AJ2000005,THAKRAL CORP LTD,AWI,Singapore
14875,BBG000BCFRQ6,THALES SA,HO,FP,BBG000BCFRC1,Common Stock,Equity,BBG001S69MN0,Common Stock,HO,,,THALES SA.,HO,FR0000121329,THALES SA.,HO,France
14876,BBG000NY0259,THANGA MAYIL JEWELLERY LTD,TJL,IN,BBG000NY0259,Common Stock,Equity,BBG001T5D3J3,Common Stock,TJL,,,THANGAMAYIL JEWELLERY LTD,THANGAMAY,INE085J01014,THANGAMAYIL JEWELLERY LTD,THANGAMAY,India
14877,BBG0067R6HC2,THARISA PLC,THA,SJ,BBG004LNV271,Common Stock,Equity,BBG004LNV280,Common Stock,THA,,,THARISA PLC,SSQ3,CY0103562118,THARISA PLC,THS,United Kingdom
14878,BBG000CG9T98,THC BIOMED INTL LTD,THC,CN,BBG000CG9T98,Common Stock,Equity,BBG001S9F3N9,Common Stock,THC,,,THC BIOMED INTL LTD,INTPRIMQX,CA87243W1032,THC BIOMED INTL LTD,THCBF,United States of America
14879,BBG000BFGGL7,THE FOSCHINI GROUP LTD,TFG,SJ,BBG000BFGG73,Common Stock,Equity,BBG001S7K776,Common Stock,TFG,,,THE FOSCHINI GROUP LTD,TFG,ZAE000148466,THE FOSCHINI GROUP LTD,TFG,South Africa
14880,,,,,,,,,,,,,THEIA RESOURCES LTD,THH,CA88337J1075,THEIA RESOURCES LTD,THH,
14881,BBG00B411ZY2,THELLOY DEVELOPMENT GROUP LT,1546,HK,BBG00B411ZX3,Common Stock,Equity,BBG00B411ZZ1,Common Stock,1546,,,THELLOY DEVELOPMENT GROUP LT,1546,KYG879891029,THELLOY DEVELOPMENT GROUP LT,1546,Hong Kong
14882,BBG000F7VBR9,THEMIS MEDICARE LTD,TMCH,IN,BBG000F7VBR9,Common Stock,Equity,BBG001S8HT61,Common Stock,TMCH,,,THEMIS MEDICARE LTD,THEMISMED,INE083B01016,THEMIS MEDICARE LTD,THEMISMED,India
14883,BBG000BDZ848,THERALASE TECHNOLOGIES INC,TLT,CN,BBG000BDZ848,Common Stock,Equity,BBG001S5Z630,Common Stock,TLT,,,THERALASE TECHNOLOGIES INC,INTPRIMQX,CA88337V1004,THERALASE TECHNOLOGIES INC,TLTFF,United States of America
14884,BBG000VDCZ87,THERAPEUTIC SOLUTIONS INTERN,TSOI,US,BBG000VDCZ87,Common Stock,Equity,BBG001T25FD8,Common Stock,TSOI,,,THERAPEUTIC SOLUTIONS INTERN,CURRENT,US8833781011,THERAPEUTIC SOLUTIONS INTERN,TSOI,United States of America
14885,BBG000BCCH72,THERATECHNOLOGIES INC,TH,CN,BBG000BCCH72,Common Stock,Equity,BBG001S660Q8,Common Stock,TH,,,THERATECHNOLOGIES INC,SCM,CA88338H1001,THERATECHNOLOGIES INC,THTX,United States of America
14886,BBG004HK6YX1,THERAVANCE BIOPHARMA INC,TBPH,US,BBG004HK6YX1,Common Stock,Equity,BBG004HK6YY0,Common Stock,TBPH,,,THERAVANCE BIOPHARMA INC,NMS,KYG8807B1068,THERAVANCE BIOPHARMA INC,TBPH,United States of America
14887,BBG000DG5J84,THERMA BRIGHT INC,THRM,CN,BBG000DG5J84,Common Stock,Equity,BBG001SJ8B20,Common Stock,THRM,,,THERMA BRIGHT INC,THRM,CA8834261080,THERMA BRIGHT INC,THRM,Canada
14888,BBG000BRN4G6,THERMADOR GROUPE,THEP,FP,BBG000BRN3X9,Common Stock,Equity,BBG001SGJJB7,Common Stock,THEP,,,THERMADOR GROUPE,THEP,FR0013333432,THERMADOR GROUPE,THEP,France
14889,BBG000C4RVP2,THERMAX LTD,TMX,IN,BBG000C4RVP2,Common Stock,Equity,BBG001S7YW58,Common Stock,TMX,,,THERMAX LIMITED,THERMAX,INE152A01029,THERMAX LIMITED,THERMAX,India
14890,BBG000BVDLH9,THERMO FISHER SCIENTIFIC INC,TMO,US,BBG000BVDLH9,Common Stock,Equity,BBG001S5WS08,Common Stock,TMO,,,THERMO FISHER SCIENTIFIC INC,TMO,US8835561023,THERMO FISHER SCIENTIFIC INC,TMO,United States of America
14891,BBG000BV1MZ0,THERMODYNETICS INC,TDYT,US,BBG000BV1MZ0,Common Stock,Equity,BBG001S5WM74,Common Stock,TDYT,,,THERMODYNETICS INC,NOINFO,US8836224092,THERMODYNETICS INC,TDYT,United States of America
14892,BBG000D819T5,THERMOENERGY CORP,TMEN,US,BBG000D819T5,Common Stock,Equity,BBG001SGJG96,Common Stock,TMEN,,,THERMOENERGY CORP,TMEN,US8839064065,THERMOENERGY CORP,TMEN,
14893,BBG001HNSYT2,THERMON GROUP HOLDINGS INC,THR,US,BBG001HNSYT2,Common Stock,Equity,BBG001V0BDC8,Common Stock,THR,,,THERMON GROUP HOLDINGS INC,THR,US88362T1034,THERMON GROUP HOLDINGS INC,THR,United States of America
14894,BBG000K6R272,THERMWOOD CORP,TOOD,US,BBG000K6R272,Common Stock,Equity,BBG001SJX9G2,Common Stock,TOOD,,,THERMWOOD CORP,NOINFO,US8836723051,THERMWOOD CORP,TOOD,United States of America
14895,BBG008B8P9S5,THESTREET INC,TSTEUR,XS,BBG008B8P996,Common Stock,Equity,BBG001SCHQX8,Common Stock,TSTEUR,,,THESTREET INC,TST,US88368Q2021,THESTREET INC,TST,
14896,BBG001CVHXJ4,THETA GOLD MINES LTD,TGM,AU,BBG001CVHXJ4,Common Stock,Equity,BBG001V03HC8,Common Stock,TGM,,,THETA GOLD MINES LTD,TGM,AU0000035701,THETA GOLD MINES LTD,TGM,Australia
14897,BBG000BWVJL7,THINE ELECTRONICS INC,6769,JP,BBG000BWVJL7,Common Stock,Equity,BBG001S894L8,Common Stock,6769,,,THINE ELECTRONICS INC,6769,JP3345600005,THINE ELECTRONICS INC,6769,Japan
14898,BBG00JM9ZPY3,THING ON ENTERPRISE LTD,2292,HK,BBG00JM9ZPX4,Common Stock,Equity,BBG00JM9ZPZ2,Common Stock,2292,,,THING ON ENTERPRISE LTD,2292,KYG882401097,THING ON ENTERPRISE LTD,2292,Hong Kong
14899,BBG00FGBK797,THINKSMART LTD,TSL,LN,BBG00FGBK788,Common Stock,Equity,BBG001SRTF75,Common Stock,TSL,,,THINKSMART LTD,ASQ1,AU000XINEAE8,THINKSMART LTD,TSL,United Kingdom
14900,,,,,,,,,,,,,THINSPACE TECHNOLOGY INC,THNS,US88410V1008,THINSPACE TECHNOLOGY INC,THNS,
14901,BBG000Q383R0,THIRD CENTURY BANCORP,TDCB,US,BBG000Q383R0,Common Stock,Equity,BBG001SM4691,Common Stock,TDCB,,,THIRD CENTURY BANCORP,CURRENT,US8841201069,THIRD CENTURY BANCORP,TDCB,United States of America
14902,BBG000D14ZQ2,THIRU AROORAN SUGARS LTD,TAS,IN,BBG000D14ZQ2,Common Stock,Equity,BBG001S84Y37,Common Stock,TAS,,,THIRU AROORAN SUGARS LTD,THIRUSUGA,INE409A01015,THIRU AROORAN SUGARS LTD,THIRUSUGA,India
14903,BBG000D15186,THIRUMALAI CHEMICALS LTD,TMC,IN,BBG000D15186,Common Stock,Equity,BBG001S82K84,Common Stock,TMC,,,THIRUMALAI CHEMICALS LTD,TIRUMALCH,INE338A01024,THIRUMALAI CHEMICALS LTD,TIRUMALCH,India
14904,BBG002078YG9,THOMAS SCOTT INDIA LTD,THOM,IN,BBG002078YG9,Common Stock,Equity,BBG002078YH8,Common Stock,THOM,,,THOMAS SCOTT INDIA LTD,THOMASCOT,INE480M01011,THOMAS SCOTT INDIA LTD,THOMASCOT,India
14905,BBG000C3HTJ7,THOMASVILLE BANCSHARES INC,THVB,US,BBG000C3HTJ7,Common Stock,Equity,BBG001SBX229,Common Stock,THVB,,,THOMASVILLE BANCSHARES INC,CURRENT,US8846081003,THOMASVILLE BANCSHARES INC,THVB,United States of America
14906,BBG000NKFSK9,THOMSON MEDICAL GROUP LTD,TMG,SP,BBG000NKFQY8,Common Stock,Equity,BBG001SKT0P3,Common Stock,TMG,,,THOMSON MEDICAL GROUP LTD,A50,SG1M49904634,THOMSON MEDICAL GROUP LTD,A50,Singapore
14907,BBG0018H9MD9,THOMSON RESOURCES LTD,TMZ,AU,BBG0018H9MD9,Common Stock,Equity,BBG001TF8D50,Common Stock,TMZ,,,THOMSON RESOURCES LTD,TMZ,AU000000TMZ5,THOMSON RESOURCES LTD,TMZ,Australia
14908,BBG000BBS9F6,THOMSON REUTERS CORP,TRI,US,BBG000BBS9F6,Common Stock,Equity,BBG001S5WSW3,Common Stock,TRI,,,THOMSON REUTERS CORP,TRI,CA8849037095,THOMSON REUTERS CORP,TRI,Canada
14909,BBG000BCST24,THOR EXPLORATION LTD,THX,CN,BBG000BCST24,Common Stock,Equity,BBG001S60M22,Common Stock,THX,,,THOR EXPLORATION LTD,THX,CA8851491040,THOR EXPLORATION LTD,THX,Canada
14910,BBG000BV6R84,THOR INDUSTRIES INC,THO,US,BBG000BV6R84,Common Stock,Equity,BBG001S5WPH6,Common Stock,THO,,,THOR INDUSTRIES INC,THO,US8851601018,THOR INDUSTRIES INC,THO,United States of America
14911,BBG000Q1QL30,THOR MINING PLC-CDI,THR,AU,BBG000Q1QL30,CDI,Equity,BBG001SRMYG1,Depositary Receipt,THR,,,THOR MINING PLC-CDI,THR,AU000000THR2,THOR MINING PLC-CDI,THR,Australia
14912,BBG000HSWVD1,THORN GROUP LTD,TGA,AU,BBG000HSWVD1,Common Stock,Equity,BBG001SP9207,Common Stock,TGA,,,THORN GROUP LTD,TGA,AU000000TGA0,THORN GROUP LTD,TGA,Australia
14913,BBG000GC1X65,THORNEY OPPORTUNITIES LTD,WWU,GR,BBG000GC1X65,Closed-End Fund,Equity,BBG001SQ2Q90,Mutual Fund,WWU,,,THORNEY OPPORTUNITIES LTD,TOP,AU000000TOP2,THORNEY OPPORTUNITIES LTD,TOP,Australia
14914,BBG000BWJ0F9,THORNEY TECHNOLOGIES LTD,TEK,AU,BBG000BWJ0F9,Closed-End Fund,Equity,BBG001SJ8BN7,Mutual Fund,TEK,,,THORNEY TECHNOLOGIES LTD,TEK,AU000000TEK4,THORNEY TECHNOLOGIES LTD,TEK,Australia
14915,BBG000BF3DM7,THORPE (F.W.) PLC,TFW,LN,BBG000BF3D47,Common Stock,Equity,BBG001S63GK2,Common Stock,TFW,,,THORPE (F.W.) PLC,AMSM,GB00BC9ZLX92,THORPE (F.W.) PLC,TFW,United Kingdom
14916,BBG000BSMDT1,THRESHER INDUSTRIES INC,THRR,US,BBG000BSMDT1,Common Stock,Equity,BBG001SHHGS5,Common Stock,THRR,,,THRESHER INDUSTRIES INC,NOINFO,US8858033041,THRESHER INDUSTRIES INC,THRR,United States of America
14917,BBG000QD0Z40,THRUVISION GROUP PLC,THRU,LN,BBG000QD0Y98,Common Stock,Equity,BBG001T6VP02,Common Stock,THRU,,,THRUVISION GROUP PLC,ASQ1,GB00B627R876,THRUVISION GROUP PLC,THRU,United Kingdom
14918,,,,,,,,,,,,,THT HEAT TRANSFER TECHNOLOGY,THTI,US8860311039,THT HEAT TRANSFER TECHNOLOGY,THTI,United States of America
14919,BBG007JQ3Y35,THULE GROUP AB/THE,THULE,SS,BBG0018QZN66,Common Stock,Equity,BBG001TFJPR7,Common Stock,THULE,,,THULE GROUP AB/THE,THULE,SE0006422390,THULE GROUP AB/THE,THULE,Sweden
14920,BBG000BRPBY8,THUNDER MOUNTAIN GOLD INC,THMG,US,BBG000BRPBY8,Common Stock,Equity,BBG001S6YJF8,Common Stock,THMG,,,THUNDER MOUNTAIN GOLD INC,XETRA,US8860431084,THUNDER MOUNTAIN GOLD INC,TZG,Germany
14921,BBG000D16D07,THUNDERBIRD RESORTS INC,THRSF,US,BBG000D16D07,Common Stock,Equity,BBG001S86672,Common Stock,THRSF,,,THUNDERBIRD RESORTS INC,TBIRD,VGG885761061,THUNDERBIRD RESORTS INC,TBIRD,
14922,BBG002G0NVB1,THUNDERSTRUCK RESOURCES LTD,AWE,CN,BBG002G0NVB1,Common Stock,Equity,BBG002G0NWC8,Common Stock,AWE,,,THUNDERSTRUCK RESOURCES LTD,AWE,CA88606V1040,THUNDERSTRUCK RESOURCES LTD,AWE,Canada
14923,BBG000BPLQF4,THYROCARE TECHNOLOGIES LTD,THYROCAR,IN,BBG000BPLQF4,Common Stock,Equity,BBG001SB6ZV4,Common Stock,THYROCAR,,,THYROCARE TECHNOLOGIES LTD,THYROCARE,INE594H01019,THYROCARE TECHNOLOGIES LTD,THYROCARE,India
14924,BBG000BC1X79,THYSSENKRUPP AG,TKA,SW,BBG000BC1X79,Common Stock,Equity,BBG001S68D88,Common Stock,TKA,,,THYSSEN-KRUPP AG,XETRA,DE0007500001,THYSSEN-KRUPP AG,TKA,Germany
14925,BBG00DXFF086,TI FLUID SYSTEMS PLC,TIFS,LN,BBG0032285R7,Common Stock,Equity,BBG0032285T5,Common Stock,TIFS,,,TI FLUID SYSTEMS PLC,STMM,GB00BYQB9V88,TI FLUID SYSTEMS PLC,TIFS,United Kingdom
14926,BBG00K26H9H3,TIAN CHANG GROUP HOLDINGS,2182,HK,BBG00K26H9G4,Common Stock,Equity,BBG00K26H9J1,Common Stock,2182,,,TIAN CHANG GROUP HOLDINGS,2182,KYG887331034,TIAN CHANG GROUP HOLDINGS,2182,Hong Kong
14927,BBG006Q5FZS2,TIAN GE INTERACTIVE HOLDINGS,1980,HK,BBG006Q5FZR3,Common Stock,Equity,BBG006Q5FXW2,Common Stock,1980,,,TIAN GE INTERACTIVE HOLDINGS,1980,KYG887641085,TIAN GE INTERACTIVE HOLDINGS,1980,Hong Kong
14928,BBG006YTNDK9,TIAN POH RESOURCES LTD,TPO,AU,BBG006YTNDK9,Common Stock,Equity,BBG006YTNDR2,Common Stock,TPO,,,TIAN POH RESOURCES LTD,TPO,AU000000TPO2,TIAN POH RESOURCES LTD,TPO,Australia
14929,BBG00KY0WDZ5,TIAN YUAN GROUP HOLDINGS LTD,6119,HK,BBG00KY0WDY6,Common Stock,Equity,BBG00KY0WF08,Common Stock,6119,,,TIAN YUAN GROUP HOLDINGS LTD,6119,KYG888051094,TIAN YUAN GROUP HOLDINGS LTD,6119,Hong Kong
14930,BBG000BG6264,TIANDA PHARMACEUTICALS LTD,455,HK,BBG000BG61Z4,Common Stock,Equity,BBG001S70G41,Common Stock,455,,,TIANDA PHARMACEUTICALS LTD,455,KYG887471038,TIANDA PHARMACEUTICALS LTD,455,Hong Kong
